"ID","Minutes","Field Goals Made","Field Goals Attempted","Field Goal Percentage","Three-Point Field Goals Made","Three-Point Field Goals Attempted","Three-Point Field Goal Percentage","Free Throws Made","Free Throws Attempted","Free Throw Percentage","Offensive Rebounds","Defensive Rebounds","Total Rebounds","Assists","Steals","Blocks","Turnovers","Personal Fouls","Points","Player ID","First Name","Last Name","Position","Height","Weight","Jersey Number","College","Country","Draft Year","Draft Round","Draft Number","Team ID","Team Conference","Team Division","Team City","Team Name","Team Full Name","Team Abbreviation","Game ID","Game Date","Game Season","Game Status","Game Period","Game Time","Game Postseason","Home Team Score","Visitor Team Score","Home Team ID","Visitor Team ID"
"13932867","30","5","13","0.3846154","2","9","0.2222222","0","0","0.0","2","10","12","2","2","0","0","1","12","375","Michael","Porter Jr.","F","6-10","218","1","Missouri","USA","2018","1","14","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932868","35","7","11","0.6363636","1","2","0.5","0","0","0.0","2","5","7","5","2","1","0","0","15","177","Aaron","Gordon","F","6-8","235","50","Arizona","USA","2014","1","4","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932869","36","12","22","0.5454546","3","5","0.6","2","4","0.5","3","10","13","11","1","1","2","2","29","246","Nikola","Jokic","C","6-11","284","15","Mega Basket","Serbia","2014","2","41","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932870","36","8","12","0.6666667","2","3","0.6666667","2","2","1.0","1","1","2","1","3","1","3","5","20","81","Kentavious","Caldwell-Pope","G","6-5","204","5","Georgia","USA","2013","1","8","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932871","34","8","13","0.6153846","3","5","0.6","2","2","1.0","0","2","2","6","0","1","1","3","21","335","Jamal","Murray","G","6-4","215","27","Kentucky","Canada","2016","1","7","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932872","19","2","5","0.4","0","1","0.0","1","2","0.5","1","2","3","2","0","1","1","1","5","38017709","Christian","Braun","G","6-6","220","0","Kansas","USA","2022","1","21","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932873","01","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0","0","0","0","0","0","0","38017727","Collin","Gillespie","G","6-1","195","21","Villanova","USA","0","0","0","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932874","00","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0","0","0","0","0","0","0","215","Justin","Holiday","F-G","6-6","180","9","Washington","USA","0","0","0","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932875","24","3","8","0.375","2","5","0.4","0","0","0.0","0","3","3","1","1","0","2","0","8","236","Reggie","Jackson","G","6-2","208","7","Boston College","USA","2011","1","24","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932876","00","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0","0","0","0","0","0","0","250","DeAndre","Jordan","C","6-11","265","6","Texas A&M","USA","2008","2","35","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
